"StartDate","EndDate","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientEmail","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q2_20_TEXT","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18"
"2022-10-03 15:11:12","2022-10-03 15:18:32","100","440","True","2022-10-03 15:18:32","R_2q8C31KbEq5xATf",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Research includes working to discover things that have not yet been discovered, or seeking out more information on topics that have already been established. It is new information. ","1. Define exactly what I am looking for/the research question
2. Depending on the topic/the demands of the assignment, I would look for reputable sources (i.e. government or previous research articles on the topic) and compile a list of notes
3. Sort through the notes, create an overall answer to the question or a complete representation of the information","A primary source is information written directly by the person who has experienced it. For example, a primary source regarding the experience of COVID-19 in K-12 schools could be written by anyone who was in K-12 during the time of COVID.","A secondary source is somebody reporting on/writing information about a primary source. ","Very Clear","Very Confident","Very Prepared","1-2","1. Time management
2. Discipline
3. Courage
4. Tenacity
","Somewhat disagree","I feel as though the strict academic rigor of Berkeley prohibits some degree of creativity.","Somewhat agree","A lot of what we are learning is stuff that has already been discovered, but I feel like there are definite opportunities to expand upon discovery here.","Strongly agree","Community engagement prevents isolation that can inhibit prosperity.","Learning things that one did not previously know/discovering things unbeknownst to everybody."
"2022-10-03 15:10:56","2022-10-03 15:19:19","100","502","True","2022-10-03 15:19:19","R_U9JlhLDFlQjS8aR",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R1A",NA,"I typically think science or stem related courses. Research typically involving environmental association.","To get the information I would go to a library or use the internet.","A primary source is a place where the more rudimentary information is from.","A secondary source is a place that has back up information supporting the primary source","Unclear","Unconfident","Unprepared","0","Sets of skills needed are to be resourceful in knowing where to go to get the most out of your education. ","Strongly agree","Creativity is essential in expanding understanding of the world around oneself. To succeed in Berkeley having a creative outlook can lead to a unique resolution to real-world applications.","Strongly agree","Learning about yourself and how you fit into the world is an essential part of the college experience. ","Strongly agree","Without building a strong sense of community moving on will help continue involvement in the environment around ones self. ","Discovery experience to me means finding a better understanding of the world around one's self. A better understanding of one's self is just as essential to a better sense of community."
"2022-10-03 15:11:39","2022-10-03 15:19:37","100","478","True","2022-10-03 15:19:37","R_xxbE3bFZNnMe8AV",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Discovery of the unknown.","I would read any literature to give myself enough background knowledge about the subject. Then would create a hypothesis and test it.","A primary source is a source that has personal experience. ","A secondary source is a source that has knowledge about the primary source. ","Clear","Confident","Unprepared","1-2","Teamwork, listening, reading ","Somewhat agree","Creativity can depend on what your major is. ","Strongly agree","I do not have too much knowledge on subjects so Berkeley fills in those gaps.","Strongly agree",NA,"Learning "
"2022-10-03 15:13:50","2022-10-03 15:26:42","100","771","True","2022-10-03 15:26:42","R_1KiJf5oR6Y35hqE",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Something of interest that a person wants to study more on/understand. Once grasping the content that you're studying, it should also be able to figure how to figure out new things about what you're researching whether good or bad and figure out what to do with the information that you learned ","I would start by doing some light research on the internet. Reading articles about the topic or watching videos about It. Then from there, develop questions about what I learned and do some more research on that. Essentially, just keep learning about it as much as possible so then I can really become an expert on the topic. ","A source that is from that time when a topic was first discovered. ","It's someone who may be an expert writing about a topic or subject but they are not from that time, they are most likely from this day in age. ","Clear","Confident","Very Prepared","1-2","Being able to time manage is important, communication, especially with peers and professors, and having a good work-life balance so you're not always doing work 24/7 but you're also not always having fun 24/7 where you'll then fail school.","Somewhat agree",NA,"Strongly agree",NA,"Strongly agree",NA,NA
"2022-09-29 10:05:04","2022-10-03 15:45:24","100","366020","True","2022-10-03 15:45:24","R_1pXQmIjXNUKPnyA",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"I think of the scientific process of finding a question, creating a hypothesis, and finding information that either supports or refutes that claim.","I would first make a hypothesis and research several credible sources. Based on my findings, I will either agree with or disagree with the hypothesis in a detailed conclusion.","a primary source is a source that has not been transcribed or written down from different sources of information. In a way, it is the original source of information","A secondary source compiles information from primary sources into a location. This includes research papers,  journals, and textbooks.","Clear","Confident","Unprepared","3-5","I think it is important to know where good information is located and how to detect when a source is credible or not. I also think that it is helpful to know how to find good information especially if it may be difficult to find.","Strongly agree","I think creativity is extremely important in problem solving and I think that it will help me in everything I do at Berkeley.","Strongly agree","I think that limiting oneself to a small bubble will only stunt their personal growth. Giving oneself the ability to expand and discover things that are hidden further develop a person's critical thinking and it will benefit them greatly in the future.","Strongly agree","It is rare to accomplish great feats alone. It is almost certain that individuals will work with others on problems and it is important to engage with several different communities to get a broader understanding of a topic from multiple angles.","Discovery experience means the process of finding information that one did not expect to find but was in search of something that would change their perspective of a topic."
"2022-10-04 01:45:39","2022-10-04 02:03:33","100","1074","True","2022-10-04 02:03:33","R_3NCkMygrYXQ9tH7",NA,"37.8637","-122.276","anonymous","EN","College Writing Programs R1A",NA,"Focus on a specific topic and try to find out something new.","1. Learn the background the topic and historical progress.
2. Figure out all the tools needed in the research.
3. Build efficient cooperation and connection with partners.
4. Put into efforts.","Knowledge given in course content.","Credible sources online.","Clear","Unconfident","Prepared","3-5","A healthy mindset and ability to study efficiently every weekday.","Somewhat agree",NA,"Somewhat agree",NA,"Neither agree nor disagree",NA,"Not clear about it"
"2022-10-04 08:41:30","2022-10-04 08:45:28","100","237","True","2022-10-04 08:45:29","R_1E0vhv3ZSvnaiaq",NA,"37.8637","-122.276","anonymous","EN","College Writing Programs R4B",NA,"Analysis, getting data, bringing new ideas","Formulate a research question
Obtain data, information
Analyze the data
Find insights","You obtained the data","You are referencing data obtained by others","Clear","Confident","Prepared","1-2","Perseverance, Hard work, determination ","Strongly agree",NA,"Strongly agree",NA,"Strongly agree",NA,"Finding out more about myself and the world"
"2022-10-02 15:09:25","2022-10-05 09:44:23","100","239698","True","2022-10-05 09:44:24","R_2cjXDR3Pu1c1F5V",NA,"37.8922","-122.2729","anonymous","EN","College Writing Programs R4B",NA,"science, hypothesis","1. do a quick broad search of the topic on the internet to find a more specific focus
2. explore sources of the specific topic in library databases
","a source that comes in its original form
","a source that builds off of a primary source, maybe through analysis or summary","Clear","Confident","Prepared","1-2","willingness to seek help","Strongly agree",NA,"Strongly agree",NA,"Strongly agree",NA,NA
"2022-10-05 10:51:40","2022-10-05 11:04:16","100","756","True","2022-10-05 11:04:17","R_pbCobXnNUccTj4R",NA,"37.8922","-122.2729","anonymous","EN","College Writing Programs R1A",NA,"a series of analytic work on any particular topic","break down the topic to pieces of work，search for related information，close reading，combine the idea with my own thoughts，make a conclusion.","where you get the most relative information","where you get the less relative information","Clear","Confident","Prepared","3-5","reading，time-management","Strongly agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"learning experience"
"2022-10-05 18:34:48","2022-10-05 18:35:10","100","21","True","2022-10-05 18:35:10","R_3PEuBvMyVQwF1ND",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-10-06 10:06:14","2022-10-06 10:07:46","100","92","True","2022-10-06 10:07:46","R_1NfXqeWyBULxQZe",NA,"37.8906","-122.2936","anonymous","EN","College Writing Programs R1A",NA,"Something involving science.",NA,NA,NA,"Unclear","Very Unconfident","Very Unprepared","0",NA,"Somewhat agree",NA,"Somewhat agree",NA,"Neither agree nor disagree",NA,NA
